author,comment,published_at
@TLew77891,Is marvel back,2024-04-22T17:35:41Z
@michaelcampbell9982,Not shy on those F words. Just in case Mom and Dad thought the movie would be ok for their 6 year old...,2024-04-22T17:35:37Z
@islammurdabad4775,Super hit❤,2024-04-22T17:35:34Z
@abdulrahimkhan3088,😃🔥,2024-04-22T17:35:27Z
@dark7909,What I way to make wolverine look and sound stupid...not interested...removed from my timeline,2024-04-22T17:35:23Z
@saberbladefang250,Let&#39;s f🤬 Go!!!!,2024-04-22T17:35:21Z
@ryanlim6119,Marvel needs to change ALL movies to rated R,2024-04-22T17:35:14Z
@Joeclone2001,MCU is BACK!!!!😎 HATERS CRYING,2024-04-22T17:35:09Z
@davidjacksonjr.3840,I can&#39;t wait we all want to know how Wolverine came back to life,2024-04-22T17:34:38Z
@punkyroker724,Thank you Ryan Reynolds for continuing being the Merc with a Mouth and bring back Hugh Jackman as Wolverine!!!,2024-04-22T17:34:25Z
@sensei96,The only marvel movie that got me excited after endgame❤,2024-04-22T17:34:18Z
@Einlanzer83,"omg cussing!! this movie is going to be so good since i get to hear words!!!!1111 Never mind  the fact the plot makes 0 sense, Hugh Jackman needs to move on from Wolverine and the FoX-Men. Cussing!!!! YAY",2024-04-22T17:34:03Z
@gibralterhemingway,YESSSSSSSSS,2024-04-22T17:34:02Z
@kevinpeters1596,"Thank you, Kevin Feige.",2024-04-22T17:33:51Z
@cdrsuperherogaming,"I&#39;m more laughing than being excited. The excitement turned into &quot;Holy crap, this will be the best marvel movie ever, cause it&#39;s hella funny&quot;",2024-04-22T17:33:34Z
@outlander0669,This is Disney&#39;s version of a rated R movie.  Is to use the F word a lot and the blood looks cartoonish. Great characters dosen&#39;t make a movie great! To many dumb jokes and forced Comedy. Thank&#39;s Disney for ruining more great characters. Fox did it best with  Logan.,2024-04-22T17:33:24Z
@andyd6431,Right on my birthday lol,2024-04-22T17:33:07Z
@zirkmercer8322,LFG!!,2024-04-22T17:32:47Z
@MacronLacrom,I seen these two interact in the comics and they HATE each other it&#39;s hilarious.,2024-04-22T17:32:45Z
@superadambomb5834,Ok i was a little worried about this movie but after this amazing trailer i am hyped out of my mind! Deadpool is my absolute favorite marvel character and I can’t wait to see him and Logan on the big screen! This has the potential to be one of marvels best!,2024-04-22T17:32:44Z
@thegreatacolyt1277,Wait? Reference to the insomniac trailer for there game?! Awesome great trailer. Easily the best wolverine suit ever,2024-04-22T17:32:40Z
@king_rich0088,This movie is gonna be a certified hood classic,2024-04-22T17:32:40Z
@The-Stunning-Smiley,The only proper way to introduce X-Man into the MCU,2024-04-22T17:32:35Z
@Sara-yr7ng,I love that granny &lt;3,2024-04-22T17:32:20Z
@ireplay3103,Porque en los doblajes de LATAM y españa  omiten cacaina Boliviana 😔👍🏾,2024-04-22T17:32:16Z
@Mrhasuluigi,"Hey look, the first marvel movie I&#39;m actually going to see in theaters in 2 years!",2024-04-22T17:32:00Z
@justAman548,"I REFUSE to get excited about this at all. I’ve been let down before, not letting it happen again.",2024-04-22T17:31:53Z
@jal6323,anyone else notice lady deathstrike?? 😭😭,2024-04-22T17:31:38Z
@johnathanwiggins_3.22,Yall know that’s a different variant of wolverine ..,2024-04-22T17:31:20Z
@jesuschrist2284,Looks like a tv soap opera. Early rushes?,2024-04-22T17:31:09Z
@Quixotic1018,"Cassandra Nova? Considering the way Xmen 97 went, that&#39;s super interesting",2024-04-22T17:31:00Z
@QTr_Ent1701,"I must not hype. Hype is the mind-killer. Hype is the little death that brings inflated expectations. <br>I will face the hype.<br>I will allow it to pass over me and through me.<br>When the hype has passed I will turn a critical eye to see its path.<br>When the hype is gone there will be nothing. Only judging the movie on its own merits will remain.",2024-04-22T17:30:52Z
@jonatikaWwe,We’ll see how much of it (hopefully how little) did Disney ruined this time 😰,2024-04-22T17:30:49Z
@saberbladefang250,We are totally saved hugh Jackman✨✨✨,2024-04-22T17:30:44Z
@4kaylaa20,Can’t wait !!!!,2024-04-22T17:30:27Z
@batmanreborn81,The sleeves are coming off and the merc with a mouth is back lets goooooooo,2024-04-22T17:30:12Z
@zairychannel8408,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=113"">1:53</a> is that ant man helmet?",2024-04-22T17:30:10Z
@riyaadxo,Let’s freaking goooooooo,2024-04-22T17:30:08Z
@danielvargas9231,Love it,2024-04-22T17:30:05Z
@merqri,dialogues are almost inaudible. What have we come to.,2024-04-22T17:29:54Z
@Mad_Mush_,I love the trailer after soo much depression from joker 2 thank you Deadpool and wolverine.,2024-04-22T17:29:38Z
@TrevorD19,Woah. Portals from Dr strange. Awesome,2024-04-22T17:29:38Z
@riyaadxo,Antman?,2024-04-22T17:29:21Z
@joshuaa2278,We’re so BACK!!!,2024-04-22T17:29:20Z
@AdrianO.,Need af,2024-04-22T17:29:19Z
@Th_Uslss_Indvdl,Wade and Logan jumping through to 616?,2024-04-22T17:28:59Z
@skrulpix,What a lovely birthday present that is gonna be,2024-04-22T17:28:50Z
@rafaelesteban9837,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=30"">0:30</a> That Wolverine smile represents us all, seeing Hugh putting on his claws once again, I would even say that even Hugh himself is excited",2024-04-22T17:28:27Z
@jonatikaWwe,Odd music choice,2024-04-22T17:28:24Z
@demon_fox_meme,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=116"">1:56</a> dog pool confirm?",2024-04-22T17:28:06Z
@tjaffeuxjr,If you don&#39;t like this trailer then run away now,2024-04-22T17:27:49Z
@itsjustphophun,Everyone: &quot;Let&#39;s f*<b>***</b> go!,2024-04-22T17:27:47Z
@purnenduray1130,"&quot;This wolverine&quot; I knew this isn&#39;t &#39;logan&#39;s wolverine,this is a different variant.",2024-04-22T17:27:35Z
@lofiaesthetic-c6o,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=7"">0:07</a>  📈",2024-04-22T17:27:20Z
@ZacharyJR1999,Merc will the mouth and Canadian soldier join forces,2024-04-22T17:27:18Z
@albi5020,"Okey marvel,Take my money",2024-04-22T17:27:16Z
@valemontgomery9401,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=84"">1:24</a> Liefeld’s Just Feet. If this is what I think it is, that’s hilarious",2024-04-22T17:26:56Z
@davemiller6055,The MCU might actually have a good film here to end their streak of duds and flops.,2024-04-22T17:26:54Z
@aariajoshi5866,The perfection 🤌🏻🤌🏻🤌🏻,2024-04-22T17:26:53Z
@daishonclary2001,I think that movie was rated r.,2024-04-22T17:26:47Z
@santiagomarin1882,I&#39;m going to enjoy this so much when I watch it pirated,2024-04-22T17:26:40Z
@I_Freya_I,"If this turns out to be awful or boring I&#39;ll officially lose faith in marvel. BUT ILL HAVE FAITH ONE LAST TIME OK. <br>Even as someone who&#39;s a bit of a marvel nut, their last few things haven&#39;t been great. Hey, I liked Ms marvel, I loved Moonknight. I even like The Marvels. But after too many let downs, they need something to boost them, and this might just be it!",2024-04-22T17:26:12Z
@juggernauttt,Maximum effort,2024-04-22T17:26:13Z
@tornapart,Fiiiiine I’m gonna watch it again ❤,2024-04-22T17:26:09Z
@DarthSpiderMaul,This is literally the first time I&#39;ve been excited about a Marvel movie since No Way Home. I really hope this sets the MCU back on the right path.,2024-04-22T17:26:00Z
@andyt1236,🔥🔥🔥🔥💪🏾,2024-04-22T17:25:56Z
@mikalgarcia9967,This is going to break the box office,2024-04-22T17:25:50Z
@knox8844,I  hope this is going to be good?,2024-04-22T17:25:46Z
@Vish_Al_Mighty,"Deadpool should&#39;ve asked Wolverine &quot;Tell me, do you bleed?&quot;",2024-04-22T17:25:45Z
@franticfrost,"“This Wolverine let down his entire world.” <br><br>Redemption arc where this Wolverine dies, and passes the torch to the new Wolverine and Deadpool breaks the fourth wall and goes “you’ve got some Hugh Jackman-sized shoes to fill” in the post-credits",2024-04-22T17:25:44Z
@K-Kratos,فيلم السنه,2024-04-22T17:25:35Z
@Npool36,Yes yes yes yes yes 100 tines yes I’m sold.,2024-04-22T17:25:21Z
@brandonpepper3262,Thanks for the shoutout at the end!!,2024-04-22T17:25:19Z
@will_mcfarland,How to ruin Wolverine 101. I though we were going to leave it at Logan?,2024-04-22T17:25:11Z
@sumitghewade2002,Did anyone not like wolverine&#39;s hairstyle. I don&#39;t wanna complain the trailer looks amazing.. bt I feel his hairstyle is a little off from wolverine 2 (which I feel is the best wolverine representation so far),2024-04-22T17:24:59Z
@VideoForDayz,Love how they are using ant-man dead body lmao. You can literally see his teeth when the helmet opens lmao,2024-04-22T17:24:58Z
@christhompson9427,You didn&#39;t make Wolverine a diverse woman??  Unbelievable..,2024-04-22T17:24:55Z
@ErnestKuzorra,Icons get recycelt to many times these days. Some things should never be touched like matrix trilogy or Tyson.,2024-04-22T17:24:52Z
@jongalvan7014,&#39;Smile! Wait for the Flash&#39; on the gun muzzle. Classic!,2024-04-22T17:24:51Z
@anaklusmosgreek3198,Deadpool and Wolverine saves The MCU *<br>There fixed the movie title.,2024-04-22T17:24:45Z
@AngeloDivine0,ISNT THAT FUCKIN DR.STRANGE PORTAL?!?,2024-04-22T17:24:41Z
@abhijithmm7186,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=123"">2:03</a>  Is that ancient one variant?",2024-04-22T17:24:34Z
@jbaxin,MARVEL&#39;S JESUS ​​IS COMING! 🛐,2024-04-22T17:24:21Z
@PremShah-zf6kw,This one gonna be world most earned money movie.,2024-04-22T17:24:15Z
@Brandon-vl4bk,Liefeld&#39;s Just Feet 😂😂😂,2024-04-22T17:24:05Z
@TheGorkin,i hope we can see dracula,2024-04-22T17:23:56Z
@ItsColax,LFG!,2024-04-22T17:23:35Z
@agentpuppy2271,Is That Cassandra Nova I See!?!?😮,2024-04-22T17:22:30Z
@subratahalder5482,This movie is gonna break all f*cking record ⏺️,2024-04-22T17:22:09Z
@ShinigamiH,Where the people crying about the sleeves now?,2024-04-22T17:22:04Z
@randyangel9412,I wonder how they’re going to beat Alioth,2024-04-22T17:22:02Z
@samuelvis04,LFG!!! ⚔️,2024-04-22T17:21:55Z
@clintn6677,Liefeld&#39;s &quot;Just Feet&quot; store....,2024-04-22T17:21:46Z
@jeremyv12,SOOO Cassandra Nova confirmed as the villian?,2024-04-22T17:21:37Z
@estebanmeza9645,Why no shoulder pads godammit you were so close,2024-04-22T17:21:31Z
@dannymcmillan1383,Trust me kid I’m no hero!<br>You were an x man<br>You were the x man<br>That was Ryan and Hugh having a talk not Wade and Logan,2024-04-22T17:21:16Z
@ycchen1815,Deadpool setting Marvel back on track LETS GOOOO,2024-04-22T17:21:04Z
@MayomiCCz,HUGH JACKMAN BARK BARK BARK BARK ❤❤❤❤<br>I&#39;m so happy to see him again. I can&#39;t wait to watch,2024-04-22T17:20:59Z
@kingsman1713,Hope this doesn&#39;t turn out to be another Thor Love and Thunder. It had the same vibe.,2024-04-22T17:20:50Z
@chiccoo7525,The bar man at the start is Greg Hemphill who is well known in Scotland for being part of the cast in the comedy series called “StillGame” highly recommend to watch as it’s hilarious.,2024-04-22T17:20:47Z
@romanfadillahskywalker,Who is the Bald Woman?? is she The Young Ancient One??,2024-04-22T17:20:45Z
@steffmadness2957,MASTERPIECE 🔥🔥🔥🔥,2024-04-22T17:20:42Z
@thanGacao,Lets fckn Goooooooooooo,2024-04-22T17:20:37Z
@NikolaiHowlett,Hugh is back ! 😆😎,2024-04-22T17:20:31Z
@djreo82,NGL. I watched this trailer like 10x in a row. Can&#39;t wait! LFG!,2024-04-22T17:20:18Z
@marcusaguilar874,James gunn should’ve wrote &amp; direct Deadpool 3,2024-04-22T17:20:10Z
@SantoshDhaladhuli2003,"Alioth is back, probably Renslayer will be back as well. They were pruned and sent to void.",2024-04-22T17:20:02Z
@LoneBrickStudios,“Liefelds just feet”,2024-04-22T17:19:52Z
@jaredquinn5489,Thank you marvel for going in the right direction again. Deadpool really will be Marvel Jesus saving ur asses. LFG!!!!❤❤🔥🔥🔥,2024-04-22T17:19:48Z
@Apnasunar07,Hey can I have a ticket 🥺,2024-04-22T17:19:47Z
@user-ok3iu5ho2b,I love this ❤❤❤,2024-04-22T17:19:02Z
@sergioramos7379,f...king awesome,2024-04-22T17:18:57Z
@Tyrecordslol,So we all here to witness history!!,2024-04-22T17:18:49Z
@Shonta06,Let’s F*cking Go! 😂,2024-04-22T17:18:43Z
@thomasmooney1803,Let me tell you when it showed them jumping into the portal I squealed like a little girl,2024-04-22T17:18:39Z
@khiladimunna2692,Which song is this??,2024-04-22T17:18:28Z
@adamlopez0114,So it&#39;s not the same wolverine? <b>dissapointed sigh</b>,2024-04-22T17:18:26Z
@KanWoo76,"😲HOLD UP!!! @<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=99"">1:39</a> Is Cassandra Nova coming out of the mouth of Hulk&#39;s Sakaar statue that&#39;s under a huge Ant-Man helmet!? This is going to be glorious!",2024-04-22T17:18:17Z
@matchesmalone2625,Ok. I’m sold now. This movie looks entertaining,2024-04-22T17:18:10Z
@tigrepalacio,"That was something beautiful, there is nothing more to say. 😭",2024-04-22T17:17:58Z
@kriptictak,&quot;Hi Peanut&quot; 🥜,2024-04-22T17:17:47Z
@h.bblaze8969,I&#39;m kinda disappointed wolverine doesn&#39;t have his mask but I&#39;m still seeing it day one.,2024-04-22T17:17:34Z
@johnsanchez3534,"I was literally excited when I clicked and watched this trailer this literally blew my mind away and this looks wonderful and Radical, I gotta watch this movie when it comes out on Friday July 26 me, my dad, and my brother are gonna watch this movie and it’s gonna be exciting I hope they give us more Action Sequences and More characters to fit inside of DeadPool and Wolverine and by the way it’s great to see DeadPool and Wolverine reunite since 2009 where they encounter The Incredible Hulk.",2024-04-22T17:17:32Z
@mr.villainous3748,LFG!!!,2024-04-22T17:17:31Z
@Jonesdoit29,No Mask yet. 3rd claws a charm.,2024-04-22T17:17:31Z
@sylvesteryonzon4122,Can&#39;t believe they left out the iconic Wolverine mask from the cartoon and comics,2024-04-22T17:17:21Z
@rev_rock4616,Faith in marvel restored 😂,2024-04-22T17:17:08Z
@Luistheorphan,&quot;There is nothing like coming together&quot; - I see what you did there 😂,2024-04-22T17:17:06Z
@allycatmat2579,Was that Ant mans body??? How did he die!,2024-04-22T17:17:05Z
@nlvassassin,So we need to talk about the dead Ant Man and how they made him a hub 🤣🤣,2024-04-22T17:16:48Z
@maxw.1334,the 20th century fox logo half buried in the sand is crazy,2024-04-22T17:16:27Z
@RobertWatkins1975,"The shop behind Wolverine “Liefeld’s Just Feet” 😂 <a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=82"">1:22</a>",2024-04-22T17:16:25Z
@BEEAshishkumar,Please Hindi audience see this trailer in Hindi 😂😂😂😂😂,2024-04-22T17:16:13Z
@NikkiS_44,❤,2024-04-22T17:15:59Z
@GIJake-oo9ir,&quot;I am soaking wet&quot; - Deadpool <br><br>So is everyone else right now!,2024-04-22T17:15:54Z
@pubgdude8025,Help me guys support my channel,2024-04-22T17:15:45Z
@CarlosEiffel,incredible!!,2024-04-22T17:15:26Z
@genphy9204,Dr stranges portal.?.??,2024-04-22T17:15:17Z
@minglin2814,"too young to to watch logan when it came out, old enough to watch deadpool 3 on july 2024",2024-04-22T17:15:13Z
@catalinborz5445,"I like Deadpool a lot, loved the first 2 movies. <br>That being said, Something is off with this trailer. Of course they try not to spoile anything, but I get the vibe that the story is not good and they do not know what to do with Wolverine once he is introduced. I hope I am wrong",2024-04-22T17:15:04Z
@ZealFork,"I don&#39;t like this version of Wolverine, I want the 2013 version of Wolverine not this old s**t.",2024-04-22T17:15:03Z
@Islamic-worlds12,Thanks for 400 subscribe 🥹,2024-04-22T17:14:55Z
@PubzyCOD,whats the abba song to this?,2024-04-22T17:14:47Z
@samuellee257,Credits to Disney and Marvel for keeping Deadpool an R -rated franchise. Deadpool &amp; Wolverine is the breath of fresh air that the MCU needs right now.,2024-04-22T17:14:48Z
@pafid,Plain circus.,2024-04-22T17:14:45Z
@user-fe5yn8di6s,"Ruins the ending of Logan. Doesn&#39;t it? A good trailer and all, but so different than the tone from Logan. Why not Schindlers List?",2024-04-22T17:14:43Z
@claysmell,this better make up for deadpool 2,2024-04-22T17:14:13Z
@sivagengadharan7880,Let&#39;s f*<b>***</b> go,2024-04-22T17:13:57Z
@Pagewaster,vivzie,2024-04-22T17:13:45Z
@DevineAbiRached,Still no mask reveal😩,2024-04-22T17:13:44Z
@antoniosolis1018,LETS F***ING GOOOOOOOOOOOO welcome back Hugh Jackman He&#39;s still gots it always have always will be.,2024-04-22T17:13:36Z
@danielcharnock8975,Mu god marvel might actually have a successful movie for the first time in years,2024-04-22T17:13:35Z
@khalidmalik_official,🔥 OMG 😢 Last Seene = Doctor Strange 💥💯,2024-04-22T17:13:23Z
@BaapMan,Wolverine is sick of metal controllers.,2024-04-22T17:13:00Z
@edenreyes4747,Wait till the tva show up,2024-04-22T17:12:54Z
@thealemdarprod,Doctor Strange?,2024-04-22T17:12:40Z
@MretMaung,lets f*<b>****</b> go,2024-04-22T17:12:35Z
@mannylopez3959,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2024-04-22T17:12:22Z
@MrRobot-xs5jf,Wild that Ryan&#39;s Youtube post has more views than the Offical Marvel Youtube channel,2024-04-22T17:12:03Z
@Master_of_Mystic_Arts,"Wohhhhh!h😮<br>Dr. Strange <a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=128"">02:08</a> 😮😮😮😮",2024-04-22T17:11:37Z
@sweet_skittles184,This may just save Marvel,2024-04-22T17:11:36Z
@gilbertobento1841,Show 👍,2024-04-22T17:11:34Z
@MigHeart68,👍👍👍👍👍👍👍👍👍,2024-04-22T17:11:28Z
@LilGreasyAndEm,That might be Charles sister if I’m not correct. Somebody correct me on that.,2024-04-22T17:11:27Z
@salvadorrosales2431,This is going to be awesome,2024-04-22T17:11:11Z
@kojikabuto8426,Claws in the Nuts Ouch!!!!,2024-04-22T17:10:39Z
@dylanscheepmans6210,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=110"">1:50</a> Ant-man&#39;s Skull ???🤔",2024-04-22T17:10:21Z
